COMPLAINT_ID	DATE	PRODUCT_ID	ISSUE_ID	cleaned_text
3090153	12/03/2018	75	137	went kashable.com fill address social secur person inform block access remaind applic . email ask copi driver licens social secur card sent immedi deni applic could finish send email tell deni even complet applic .
3090154	12/03/2018	75	36	unsecur instal loan well fargo ( account # ) arrang compani replac furnac ac unit . origin loan amount approxim { $ 13000.00 } . spring flood home arrang mitig damag cost ( chequ # ) , made month payment well fargo { $ 230.00 } . also paid full amount owe . unfortun , place chequ wrong envelop ; receiv well fargo 's payment well fargo receiv ' chequ . alert mistak account receiv peopl call say receiv chequ made well fargo . agre return chequ . call well fargo 's custom servic number xx/xx/xxxx inform error . state cash chequ made credit loan account . explain mix ask refund amount paid error inquir cash chequ clear written . well fargo agre return money eleven day less loan payment amount would charg late fee { $ 38.00 } . time write ( xx/xx/xxxx ) receiv reimburs ask paid servic fee . begin legal action non-pay . pleas help recov money .
3089527	12/03/2018	44	318	lull work employ summer fall 2016 , sought help keep bill current take loan vehicl person loan back vehicl . thing worsen unabl make high-interest payment regular basi want sought relief loan compani . gave littl relief , short time later repossess vehicl , sell settl debt , provid document regard proceed sale . n't provid detail overag , start collect action remain loan . later submit alleg balanc collect agenc , current resid , current report fals incomplet inform , n't show origin amount , n't show payment made , n't show may charg 200 % interest , loan possibl paid proceed sale vehicl . believ 's report violat right , sinc even alleg amount correct , incomplet mislead sinc made consist payment , negat affect credit .
3088750	12/01/2018	75	264	xx/xx/2018 took loan person financ mo purchas addit insur `` involuntari unemploy '' around month laid former employ file claim said insur howev refus payout cover loan payment state season although region director & district manag testifi advis full time employe insur dilig paid thru person financ mo refus cover therefor put `` econom hardship '' intend counter sue take action howev recent without consent person financ continu run hard pull credit demand revok origin consent refus allow revok consent compani sold insur knew wasnt go cover need investig fine frivol action . shame person financ .
3088953	12/01/2018	44	18	approxim one year ago , receiv loan check mail amount { $ 1200.00 } , tx . struggl time , went bank cash . spend { $ 90.00 } day , got cold feet chang mind ; decid return remain { $ 1100.00 } next day . follow day , , hand rep { $ 1100.00 } . told id pay remain { $ 90.00 } next day . told would addit interest charg { $ 30.00 } would need bring total { $ 120.00 } satisfi loan . agre . return offic next day hand rep { $ 120.00 } , told would need { $ 40.00 } . remind amount told bring previous day , lie deni say . becam enrag obvious attempt extort entrap refus pay anoth penni . walk . sum , cash loan check { $ 1200.00 } spent { $ 90.00 } day . next day return { $ 1100.00 } offic day , went back yet offic give final { $ 120.00 } . sever month pass receiv letter state owe { $ 140.00 } need make payment bring account current . shock outrag . knew well spent { $ 90.00 } origin { $ 1200.00 } return remain amount interest within 72 hour cash loan check . rip letter vow ignor crimin behavior . proceed send sever letter cours sever month date , claim owe { $ 650.00 } . im physic mental sick lie harass wish stop contact . also would like file lawsuit , tx harass fraudul debt claim . ?
3087619	11/30/2018	75	241	amex provid truth lend document sign initi loan . need mortgag close . claim avail onlin access home page loan ( top right corner select account ) , middl page `` view loan document '' option . . believ , offer give log , check . also request email forward screen shot video go locat document . request chat phone truth lend document simpli email . first told , polici . , told would check manag get . sever week ago still got . use everi singl link onlin . simpli work . need sent electron email asap . loan need forgiven .
3086192	11/29/2018	44	16	? formal request valid debt , owe organ otherwis request remov post impact credit bureaus .
3086799	11/29/2018	75	137	way could get step simpli choos got loan realiti , . would like file second complaint compani call opportun keep send . want loan anybodi . never appli loan given permiss send offer . got letter day state pre approv loan specif got letter head compani say address would remov system . well 40 day remov & continu send . serious want sue harass product . pleas stop send ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
3086801	11/29/2018	44	350	back got call debt collector , call owe { $ 100.00 } cash store borrow money . awar . call got put payment plan want pay right away didnt want credit fix credit . well made first payment , made second payment , right last payment go made , boom report credit collect , didnt know report put payment plan ? understand , immedi call next day made payment , made payment told man need letter state go credit . send letter , littl know send letter state account paid full go delet know differ . got money , still credit wont remov . ive spoken compani refus remov credit . wont give reason , despist got told would delet . need remov sinc im tri buy hous . compani nation credit adjust . compani care get money help custom out.. need help ! !
3085929	11/28/2018	44	319	first call local number left voicemail state place call ga. threaten legal action state owe money place call cash central get readi file paperwork legal action process server look speak . owe debt said compani . repeat call relat other look .
3085860	11/28/2018	44	318	receiv e-mail compani state outstand debt check credit report compani list also n't recal ever take loan compani also never heard compani start receiv threat e-mail .
3085920	11/28/2018	44	319	first call local number left voicemail state place call region process ga. threaten legal action state owe money place call get readi file paperwork legal action process server look speak . owe debt said compani . repeat call relat other look .
3085809	11/28/2018	44	319	xx/xx/xxxx around got call privat number claim could give inform case number ( ) phone number call regard case number ( ) . call number belong claim debt collect compani call payday loan cash central call , told go taken court would pay { $ 1400.00 } unless want take care phone could provid card number right moment ( also mention take visa master ) . point told would call back . fact check call consum financ later even . valid websit anywher number seem come scam . call back today ( xx/xx/xxxx ) ask physic address could provid due child protect servic case appar provid , also ask profession licens number first said speak supervisor number , brief hold , came back claim also could n't provid number unless attorney present alreadi court . point told comfort give inform told would see court . appar employe spoke said name xx/xx/xxxx call back today ( xx/xx/xxxx ) first act like idea employe , put brief hold , said step n't avail speak moment . call cash central , ask sent debt , gave name number debt collect compani work ( ) mention never heard .
3085882	11/28/2018	75	137	loan open name , fraudul charg , never open kind loan compani .
3086037	11/28/2018	75	36	contact marin confirm pay balanc show onlin . contact compani speak , indic would call back soon comput . well , hour later , return call . call back though work hour , receiv voicemail left messag still call day follow day . got onlin go ahead pay balanc initi saw upon call littl { $ 2800.00 } well , day later , balanc increas approxim { $ 100.00 } dollar balanc { $ 2900.00 } , understand massiv increas call back spoke , tell amount show onlin . inform increas { $ 100.00 } could explain balanc increas much claim see amount state account upon log . well , reluct paid display balanc , { $ 2900.00 } , show remain balanc account balanc show , { $ 120.00 } , made pay { $ 3000.00 } . agre payoff balanc account reflect real time balanc could justifi balanc account . request manag , indic manag store poor represent organ . call corpor number ( ) discuss balanc show account payoff , amount paid , paid . left two messag voicemail return call . also want inform call back discuss account indic would caus pay even { $ 2800.00 } hundr account origin reflect balanc per initi contact . call back , could tell increas { $ 100.00 } balanc , could tell ask money paid balanc show { $ 2900.00 } still tell { $ 120.00 } due pay account paid . knowledg poor represent compani
3085874	11/28/2018	75	36	attempt purchas . item never show cancel order xx/xx/xxxx . advis would process would charg could take 2-3 week process . refund number . xx/xx/xxxx receiv anoth bill ( 2nd bill ) also includ late charg item never receiv cancel . contact financ area custom servic get help get resolv . today 33 day sinc cancel still charg bill financ product n't . resolv next 10 day could result late payment report credit bureau . accept horribl custom experi . one sale/custom servic return area wile assist financ area financ area continu say return area . point finger one anoth custom stuck middl . attempt also escal corpor offic also would help provid contact . director custom servic refus take call custom .
3083994	11/27/2018	44	101	compani call real time solut debt collect compani sold debt . issu regard valid debt , date open , payment issu n't rectifi along predatori practic non-disclos fee , failur process payment . paid origin loan amount due interest , hidden fee , poor process practic , along virtual consist regard manag account . reall time solut simpli chang debt date whenev attempt file disput credit bureau . way debt never remov report alway inaccur .
3084738	11/27/2018	75	137	, xx/xx/2018 respond solicit prosper.com preapprov { $ 35000.00 } loan . approv `` pend verif '' credit , incom , etc , { $ 35000.00 } 60 month loan rough 13 % , around 16 % apr . submit incom verif , told { $ 50000.00 } { $ 200000.00 } incom could n't verifi use loan rental incom . `` verifi '' { $ 150000.00 } incom , told longer qualifi { $ 35000.00 } , could extend { $ 25000.00 } base incom could verifi . agre move forward new applic , verifi would n't pull credit ( use credit hit score applic ) . reiter new loan applic lower amount would still consolid loan , pay { $ 25000.00 } exist debt , case . came back offer includ rate liter 2x higher origin offer , sight higher `` debt incom ratio . '' ask lower loan amount get `` dti '' line origin offer , could get origin rate offer ( calcul , `` dti '' ratio new offer { $ 25000.00 } lower incom { $ 150000.00 } , actual lower { $ 35000.00 } loan offer { $ 200000.00 } incom ! ! ) . said would . clear `` bait switch '' violat bank regul b fair lend law . understand , charg differ rate client credit profil ( credit score , dti ratio ) . claim rate went `` dti '' chang one applic next . know . lower loan , lower incom , came lower ratio , lower rate , anyth . predatori lend practic , investig . 'm sure 'm consum take advantag way .
3083862	11/27/2018	75	241	xx/xx/2018 , spoke repres set promis pay start xx/xx/2018 amount { $ 50.00 } . agent agre state arrang would extend go back origin agreement . paid agre upon { $ 50.00 } . began receiv harass collect call includ robo-cal least 4 time per day . xx/xx/2018 call ask call stop . repres extrem rude state place `` call list '' bank account would automat debit outstand amount . state author automat retriev fund either direct debit ach transfer revok access said bank account . xx/xx/2018 paid { $ 100.00 } toward loan . xx/xx/2018 , made unauthor debit bank account amount { $ 120.00 } . xx/xx/2018 , call repres state verifi activ `` promis pay '' broken ask place `` call '' list `` revok '' access bank account . place repeat hold could reach correct agent depart could resolv issu . unabl reach correct depart , state would receiv call back . never receiv call . xx/xx/2018 . reach receiv run-around one return call . xx/xx/2018 , notifi bank made anoth attempt debit account time amount { $ 140.00 } refus due insuffici fund .
3084553	11/27/2018	75	295	compani continu call work . told multipl time take call work . recent call ( second time ) xx/xx/18 . told previous good number take call work . call say thing say `` oh great number call '' . pose custom order transfer .
3084008	11/27/2018	75	137	appli small instal loan from.what thought acecashexpress got email state approv look like offici letterhead even pic licens approv number name . call explain fee ask to. verify.mi social , debit card bank acct . say theyll call back get call bank who.said someon call 5 claim 5 differ withdraw luckili ladi bank found suspici tri to.furth verift person act like told need go local store.they did.cal back told workin except time record the.covo
3084844	11/27/2018	75	36	today xx/xx/2018 past day contact custom support team . believ breach contract sinc contract expressli state loan daili simpl interest loan accru interest daili basi . contract say plain english `` prepay princip may reduc total amount interest pay agreement '' expect save money interest state . date xx/xx/2018 , paid { $ 1000.00 } n't save interest accord contract ? instead balanc went origin pay amount get rip peopl tri 's right . pay interest charg portion paid advanc daili simpl interest loan ? sign contract . also copi email correspond netcredit 's support team sound like gave run around . total balanc xx/xx/2018 { $ 1600.00 } paid total { $ 96.00 } friday { $ 1000.00 } xx/xx/2018 balanc { $ 600.00 } reduc total amount interest ?
3084522	11/27/2018	44	16	get 10 call day past 2-3 week loan compani call mobiloan claim debt owe loan name social secur address suppos direct deposit account affili . ve call verifi inform deposit account deposit mobiloan name social secur number . sinc deni debt continu call continu . debt . pleas help .
3083648	11/26/2018	75	271	second mortgag hous , procur fund pay loan loan depot . receiv check current mortgag compani amount { $ 12000.00 } . call loan depot address send final payment . sent payment address . wait refund overpay , receiv e-mail notic payment due . call loan depot inform n't receiv payment . question , found given wrong address ( - previous loan servic provid ) . ve provid copi cancel check . credit account pay-off made . need credit account refund overpay well payment made wait cancel check .
3083501	11/26/2018	44	19	creditor report account invalid unverifi . investig account conclud account match record assign . would like proof account disput per fcra/ fdcpa . caus anguish slander good name . pleas block account report breath . account number : account name : high balanc : { $ 18000.00 }
3083735	11/26/2018	75	36	over-debit account fals report negat inform credit report . spoken sever manag sever occas tri resolv issu pertain overcharg leas program . vivid communic leas program over-charg ask refund , request ignor , multipl scam affili compani fals report derogatori inform credit report . develop understand , work matter togeth would fals inaccur inform report credit report . deceiv mani time . purchas order , payment method : led hdtv shop way point redeem : { $ 100.00 } also submit attach bank record , attorney , leas paid full document .
3082763	11/25/2018	75	295	xx/xx/18 receiv payday instal loan { $ 550.00 } bright lend . xx/xx/18 paid total { $ 740.00 } bright lend ( cover cost loan ) . despit pay loan , balanc accord websit { $ 580.00 } ( origin loan amount !
3082408	11/25/2018	75	241	xx/xx/xxxx titl loan car paid compani ( ) call us 7 day week xxxxto xxxxxxxxat night blow cell phone person stop violat roth act california . doubt owe money . bug us phone call get money sooner .
3082497	11/25/2018	75	271	xx/xx/2011 got loan cashcal california . go offic pay everi month xxxx.for two year . heard illeg charg high interest stop payment . 7 year later need charg letter cashcal get home loan .
3081499	11/23/2018	75	137	xx/xx/ appli loan avant ( also earlier year ) continu deni loan state verifi ident . year old credit forev . talk vast employe , manag email fraud depart resolut . continu give exact reason , unabl verifi ident refus work resolv . fair practic work industri credit mortgag compani year . contact borrow provid document case . deni loan bogus reason . want help stop practic .
3080867	11/22/2018	44	107	compani call contact old debt file payday loan . contact brother xx/xx/18 regard disclos person inform , serv court process work owe lot money , believ violat confidenti . person call number given brother day xx/xx/18 , connect rude person say legal consult name . convers said repres ident confirm via last four social secur number . told debt origin account person inform sold act ( account control technolog ) . convers repres inform law suit pend demand certain amount money ( $ ) expung , told choic get attorney . point felt threaten end call abrupt . learn compani 's repres 's respons look record civil law suit last name correspond counti clerk court find noth regard .
3079908	11/21/2018	44	349	request ad astra recoveri servic , inc provid valid debt talk earlier . state refus pay , rather statement claim disput valid demand . ( 15 usc 1692g sec . 809 ( b ) ) herebi request ad astra recoveri servic , inc provid complet document verifi owe said debt legal oblig pay ad astra recoveri servic , inc receiv document demonstr complianc fair debt collect practic act ( fdcpa ) ( 15 usc 1692g sec . 809 ( b ) . also n't give permiss give person info third parti without permiss . would like account delet 3 credit bureaus
3079847	11/21/2018	75	36	live virginia appli onlin loan . come across inform legal virginia . keep take fund check caus overdraft fee . will pay owe . , 149.81 % imposs . borrow { $ 1200.00 } payment suppos { $ 79.00 } month . take amount check sometim , 2 4 payment one month . late one time made pay dear . contact matter refus work .
3080351	11/21/2018	44	319	receiv cal weinberg associ lawyer offic . told day pay amount dollar would prosecut sever feloni warrant arrest would issu day . also said sign document say could . got scare paid money . first person receiv call georgia compani charg florida . made suspici compani call origin compani receiv loan told unfamiliar compani agreement sign said noth prosecut legal feloni . told would small claim court contract third parti . afraid compani told paper drawn send counti court live prosecut check fraud . still n't call third parti origin debtor told handl debt compani collect scare tactic , origin debtor told illeg . compani origin debtor said handl case .
3080013	11/21/2018	44	319	receiv call today caller id advis contact fraud investig ask call clear name . upon call multipl transfer sent introduc general manag . inform old payday loan taken xx/xx/2016 sent collect due return bank face theft decept along mani crimin charg would arrest alabama titl 12 n't pay check amount { $ 580.00 } plus attorney fee bring total due { $ 3900.00 } . explain mr. unawar check refer , deni need clarif inform prior commit will make be receiv collect notic anyon regard debt . inform mr. collect agenc a3rd parti crimin investig compani tri verifi address issu warrant . howev sinc mr. becam hostil threat jail time non complianc provid inform said debt mr. deni request transfer someon higher , hung min second convers . someth need done compani , debt collect civil matter & law debtor threaten crimin action non payment debt fair debt collect practic act
3080918	11/21/2018	44	101	disput legal debt recogn . took loan , ca back amount { $ 800.00 } . paid three payment { $ 250.00 } one return bank nsf . re-ran ach three subsequ time , caus overdraft . xx/xx/xxxx year , start get correspond , , , tx . tribal entiti bought debt onctheir behalf , collect agenc tri collect { $ 1500.00 } . disput allegation/claim never done busi . also , refus verifi origin debtor , , origin date debt amount . list credit report debt origin xx/xx/xxxx , claim new debt . , use ach withdraw per ; verifi debt owe . spoke , ask ssn , provid said recogn loan origin date . mention pressur settl . unabl clarifi debt origin date incorrect . rude told listen listen .
3079874	11/20/2018	75	166	last consolid loan . also chang check account fraudul charg . consolid agent ask $ month payment lend club . went lend club onlin account , previous loan paid , found open loan . believ charg phantom debt ' want remov credit report .
3079573	11/20/2018	44	48	sever ( loss ) took loan xx/xx/2018 . took loan ask respect pleas call cellphon cant hear annoy upset . sign text also provid email address peopl consider person , call approxim sinc xx/xx/2018 . call contact told famili friend cant hear phone still continu call anyway , sever time call 3x 1 call anoth 3 minut time block phone number , left voic mail like other tell call know cant hear phone . total annoy feel discrimin well , behavior unaccept believ illeg sinc alreadi know still call anyway know gon na upset . email corpor manag via email found websit gotten repli ever . also went chat websit repli ! ignor expect mandatori telephon communic person .
3079156	11/20/2018	44	16	spoken debt collect compani advis account disput even provid correct mail address . never receiv document , incorrect address , somewher live year ago . told payday loan taken onlin provid document valid claim .
3079528	11/20/2018	44	318	small lend compani oper citi . year ago , receiv loan , 's noth nightmar sinc . starter , staff offic use abus practic includ demean fall even week behind month payment . ve hound harass region manag ( believ re call ) even threaten action credit report - even time ! believ fee unnecessarili put account , although ve deni access account prove . amount purport owe almost much borrow - almost two year later . yesterday , xx/xx/xxxx , receiv alert `` civil action '' entri put credit report - open case counti , indiana initi . abus power harm credit . today , xx/xx/2018 , receiv alert hard inquiri made credit file . appli product , permiss purpos pull credit hard inquiri . done unnecessari damag credit report , seek redress . want complaint file . seek privat counsel take civil action damag done credit report .
3078650	11/20/2018	75	271	xx/xx/xxxx cashier check sent usaa via overnight base payoff letter usaa provid . payment receiv process xx/xx/xxxx xx/xx/xxxx usaa debit person check account addit { $ 580.00 } result payment person loan { $ 600.00 } . xx/xx/xxxx call usaa spoke repres . repres indic payment overpaid loan receiv separ refund ach credit back account within day . xx/xx/xxxx call check status refund usaa hold { $ 600.00 } fund , partial certifi hold prohibit feder regul cc law . represen appolog misinform pay loan xx/xx/xxxx automat payment count stop . sinc could stop fulli process take day anoth 3-4 refund money . : go hold money near day releas back . said way expedit send bank statement . told , feel comfort share entir bank statement . spend money , charg make check account usaa 's busi . would happi allow verifi direct bank , feel comfort turn inform unrel usaa transact . said wait 15 day .
3079726	11/20/2018	44	50	loan paid sinc xx/xx/2018 . receiv zero communic say owe money jpl recoveri solut start call non stop . call ex husband , daughter , work hr . lie say releas info . use aggress tactic loan owe .
3078046	11/19/2018	75	271	care credit account bank . chang { $ 7700.00 } total xx/xx/xxxx xx/xx/xxxx year 18 month interest . set automat payment bank account time payment . howev , balanc transfer xx/xx/xxxx , time balanc owe { $ 4900.00 } . compani transfer fund anoth payment due 6-8 week later . took { $ 350.00 } bank account final transfer { $ 4900.00 } left credit { $ 350.00 } . date receiv refund . ve tell check mail xx/xx/xxxx . receiv , ve told stop payment made check anoth issu xx/xx/xxxx . - receiv . plead peopl send { $ 350.00 } overnight express ll pay charg , wo n't either . 's near two month xx/xx/xxxx . intent held back send fund balanc transfer anoth payment due point thought transfer amount would have/should less { $ 350.00 } wrong . pleas help get money owe `` bank '' asap ! 'm wit end . thank advanc
3078352	11/19/2018	75	36	loan disburs xx/xx/2018 xxxx/secur financ , id deploy xx/xx/2018 . contact compani phone spoke gave email address send request scra benefit feder law guidelin . told someon would get back day , one call . scra interest rate reduc 6 % . contact compani begin told would call back day next day . still heard back compani new payment plan reduct interest . feel compani ignor hope would drop issu continu pay inflat interest rate .
3078558	11/19/2018	44	19	creditor report account invalid unverifi . investig account conclud account match record assign . would like proof account disput per fcra/ fdcpa . caus anguish slander good name . pleas block account report breath . account name : - lend usa month payment : { $ 170.00 } date open : xx/xx/2017 balanc : { $ 2700.00 }
3078067	11/19/2018	75	241	made payment within allot time period . compani made error process payment report late credit . reach fix issu , cs rude unhelp
3078562	11/19/2018	44	19	creditor report account invalid unverifi . investig account conclud account match record assign . would like proof account disput per fcra/ fdcpa . caus anguish slander good name . pleas block account report breath . account name : - lend usa account number : month payment : { $ 160.00 } date open : xx/xx/2016
3077895	11/19/2018	44	16	check credit report 6 month ago saw payday loan { $ 1400.00 } speedycash never appli . disput loan sever time via phone call success . also disput loan n't seen repli back .
3077697	11/18/2018	75	271	mid-xx/xx/2018 , receiv credit increas account , went conn furnitur look purchas addit furnitur . still balanc exist account look merchandis first concern see would handl previous balanc . told would combin two account ; old new one , indic month payment could potenti lower pay could remain . understand , decid purchas furnitur . salesperson work deal told month payment would { $ 160.00 } , amount alreadi pay agre make purchas . give bill receipt said would send inform email . previous account conn furnitur took word . 30 day later began receiv text , email , phone call indic `` account '' past due , one , two account . tri speak manag store told could anyth direct custom service/and depart phone . call , direct anoth area told bring account current could assist combin two account . make two payment last month instruct anoth call credit depart . end phone convers , lead believ account would combin today , xx/xx/2018 one sent collect area .
3077351	11/18/2018	44	48	xx/xx/2018 mobiloan attempt contact hst . prior establish talk immedi advis via record purpos call collect debt inform gain would use purpos . stress call phone answer record play advis attempt collect debt . attempt determin talk prior record . believ violat fdcpa
3077791	11/18/2018	75	36	day xx/xx/2018 inform loan approv { $ 5000.00 } 30montth { $ 180.00 } @ 10 % fix interest time put { $ 490.00 } acct ask go cvs put { $ 490.00 } card send back ppi . transfer { $ 5000.00 } acct . call told need { $ 150.00 } told
3077331	11/17/2018	75	36	appli loan barclay bank back xx/xx/2018 . subsequ , approv grant loan sever day later . detail loan specifi contract disclos attach contract . howev , 's fair mention interest rate agre 12.99 % . howev , base current status compani charg interest rate twice high . consid current status loan provid current statement . case , today , paid first payment sum { $ 200.00 } . loan show balanc { $ 7400.00 } much higher interest agre condit set forward loan . consid loan amount { $ 7500.00 } 12.99 % interest rate .
3076788	11/16/2018	44	52	ask stop call work attorney file bankruptci due ill almost behind debt . told work live famili . ask 3 differ occas stop call told said call harass much want owe money right . harass famili member even ask stop .
3076587	11/16/2018	75	295	complaint one main financi . sinc xx/xx/xxxx18 receiv 57 phone call one main financi . ridicul . tire . also 2 month ago set payment plan . said would defer payment allow chang due date . come find never allow happen . lie .
3076429	11/16/2018	44	48	borrow fund checksmart . unfortun within time schedul pay back , unforeseen expens come take prioriti . xx/xx/2018 , et et , receiv 12 call total . work unabl answer . attempt call number back , unabl get . follow day , xx/xx/2018 , et et , receiv 9 phone call work . number unabl call back . find extrem harass given enough time call back , also reach compani number receiv call .
3075916	11/16/2018	44	318	call friend famili member claim would call work , legal action would taken unspecifi date paid .
3076151	11/16/2018	75	271	financ compani ve su fraudul insur product sale withhold loan copi sign contract parti . sold insur product met requir approv loan manag promis made sign purchas insur product contract basi truth promis made manag financ compani delay refus pay insur benefit financ compani . manag loan offic locat wrong deni access refinanc loan retailit file insur claim receiv insur benefit sold paid includ loan abus author use fraudul act will deni access renew amount time xx/xx/xxxx renew amount suppos receiv includ fee increas commiss . also credit card , debit card payment call telephon financ compani accept without sign permiss write prior take payment appli proper credit balanc loan . violat sc , nc feder law right will deni . renew telephon renew given manag friend custom deni renew loan retailit file insur claim previous . long accept previous excess charg high interest rate , request custom copi e sign let hr throw trash keep allow renew loan sinc . hurt financ compani 's retailit caus hardship financi good name sinc file claim add tri everyth power prevent email . last call manger abus author retailit . tri year deni prevent file insur claim state never bought insur pmt produc custom copi ask would n't gave custom copi sign .
3076229	11/16/2018	75	166	account report fraud xx/xx/2018 close , anoth account reopen . account report fraud report credit report . xx/xx/xxxx spoken inform account remov credit report agenc appear . inform would notifi bureaus account remov .
3076348	11/16/2018	44	312	jplrecoveri contact job 3 time state attempt collect debt ask regard state need speak told stop call work call cell phone # first time , second attempt call ask manag hung third attempt ask speak hung on.. 4th call made employ home phone number spoke employ wife ask person question disclos attempt collect debt ask status employ , hire , pay rate employ wife info ask call home . jpl recoveri ask call back obtain inform ask . employ wife state numer time info stop call . obtain call back phone number name person call ( ) . would like file complaint harras jpl recoveri
3075973	11/16/2018	75	36	xx/xx/2017 , result desper situat , took instal loan { $ 2000.00 } ( rosebud lend ) . compani tout tribal lender south dakota . sinc take loan , made 24 payment { $ 160.00 } total paid { $ 4000.00 } . date show still princip balanc { $ 1800.00 } . come attent may , fact , legal loan state minnesota ( state resid ) . payment increas becom hardship demor see littl balanc actual whittl away . understand , minnesota cap interest rate internet instal loan 31-33 % . content alreadi paid princip loan , well pay well beyond interest rate cap outlin state minnesota . also add , twice sent correspond concern issu yet receiv sort respons .
3076851	11/16/2018	44	19	today xx/xx/2018 receiv letter demand pay fraudul `` balanc due '' { $ 310.00 } . letter refer acct . address home address . never gotten loan contact deal outfit loan kind . fraud . call custom assist dept spoke , first thing demand ssa # date birth : thing thief would use make fraudul claim ! said `` could find system '' name account number . admit compani generat letter , said could help unless gave bunch person financi inform note . transfer supervisor , , repeat exact thing .
3075460	11/15/2018	75	295	receiv harass phone call email 2 collect compani use collect what owe . spoken collect agenc gone everyth twice verbal abus , threaten speak . rais voic call well . call work phone cell phone everi morn everi even includ weekend . send email threat wage garnish amount match owe . hire credit counselor assist even see inform isnt accur . disput month harass threat need stop .
3075735	11/15/2018	44	18	contact famili member state serv summon . call told owe money cash central . debt paid xx/xx/2018 . compani threaten bring legal charg default loan . told alreadi paid said ok. coupl hour later receiv phone call relat say compani call told contact resolv debt contact . contact cash central know compani . said sold debt tri sue . call also knowledg compani . email copi paid full letter show debt paid . last , contact tn dept commerc insur see compani licens debt collector state tn . . thing last year . call harass famili member payday loan say crimin charg would file . fear paid . told would drop charg paid . later found anoth compani own debt charg never file .
3074348	11/14/2018	75	295	compani regist state maryland maryland doesnt offer payday loan . sent account debt collector ask pay high interest rate back , state maryland interest rate 24 % , 700 % interest rate . allow offer loan state .
3074636	11/14/2018	75	36	obtain retail instal loan purchas water treatment system hous . 2016. copi agreement . time advis would ucc financ lien place properti . start sale process advis issu . pay loan complet order sell hous transfer titl . posit made unabl complet financ properti attempt buy . feel disclos time agreement . compani , sold credit union servic loan . date : xx/xx/2016 { $ 6200.00 }
3074438	11/14/2018	75	36	discov person loan maintain accur financi inform account . also employ decept practic sell loan custom realiti appear credit account credit card fix amort schedul . payoff chang , extend moni due term without notif author . numer payment ahead schedul reduc principl balanc . numer time occur princip interest appli payoff balanc . unwil account discrep respond write form request . agent state custom paid year advanc charg addit daili interset common practic . respons compani lack respons , let alon valid inform account lead believ uneth cultur intent hide fraudul unlaw practic .
3074024	11/14/2018	44	18	disput account origin own origin creditor . loan paid full . locat close start receiv letter new compani inform owe debt . inform account alreadi paid pleas fix . month later see collect agenc acquir account negat report credit report . ask valid debt receiv twice receiv respons . accord fcra violat right damag credit file report inaccur untruth inform .
3073528	11/14/2018	75	36	made purchas dishwash . go pay cash would put bind financi got paid again.when check store clerk told credit program get financ . make payment final pay date would xx/xx/2018 . want pay loan leas sooner could call compani 3 payment . thought sound great . unawar would continu bill xx/xx/xxxx xx/xx/xxxx . call leas compani sever time , leas . compani 's repres state best deal could give xx/xx/xxxx payment , paid xx/xx/xxxx xx/xx/xxxx . cours , agre sinc best would help . wish never chose leas dishwash ve paid initi sign . instruct leas mislead state payment plan xx/xx/xxxx . costum servic agent rude insult , though call 3 time resolv issu . act like big favor save pay anoth payment xx/xx/xxxx insult upset .
3072646	11/13/2018	44	319	latest contact crm unidentifi male , relat answer phone told enough inform file case gather , call number back inform male answer recogn number previous interact , inform origin loan provid collect given current payment arrang point crm given collect payment made post origin debt look fund remov account pizza purchas area court fee virginia , 3 month ago . state would garnish wage contact counti soon . continu inform collect alway current pay debt 3 month ago money came miss . pay day loan texa { $ 1400.00 }
3073337	11/13/2018	44	48	compani call multipl time within hour . today xx/xx/xxxx ve call , , . behavior repeat daili . also chang area code/phon number call . sometim 's kansa , sometim 's california ...
3072166	11/13/2018	75	166	creditor report account invalid unverifi . investig account conclud account match record assign . would like proof account disput per fcra/ fdcpa . caus anguish slander good name . pleas block account report breath . region bank { $ 250.00 }
3072866	11/13/2018	44	313	today xx/xx/18 debt collect offic reach new husband three week . inform loan , compani loan , amount due , inform file ( address phone number ) . husband loan inform loan loan mine 3 year ago . threw knife loan gave payment option loan . never given loan collector inform name anyth . found number theyr gave inform .
3072861	11/13/2018	75	137	complet onlin loan inquiri receiv respons , phone number . contact number finish verif process start talk get credit card info verif would abl get loan . ask gave respons make sens . told want cancel applic inform n't know . sent email name , inform , legit look document . call answer well . n't know legit 's inform verif process .
3072513	11/13/2018	75	36	alreadi submit complaint past usbank , institut destroy credit late payment . call sever time ask reduc payment afford ( { $ 200.00 } ) , instead { $ 310.00 } . ask ask forev . n't care . wife leav ny expens credit card allow pay extra { $ 310.00 } loan . want lower { $ 200.00 } payment late stop destroy credit score . usbank credit bulli . never refus pay . alway make effort pay , , time keep loan . usbank need lower payment pay ( { $ 200.00 } ) . reason request someon respons want pay loan . absolut shame keep beg bank lower afford . compani call `` ethic compani '' function . need assist get month payment afford . thank ,
3073120	11/13/2018	44	103	ladi imperson attorney call phone left threaten messag call number back said california . state su fraud pay pay day loan cash central , sherriff go serv job . loan cash central paid full btw . even document state loan paid full . told n't pay , would serv job bank account would suspend 10 year . tri get { $ 550.00 } , say paid money xx/xx/xxxx , would serv cash central would drop lawsuit . phone number ( ) fax number ( ) .
